Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China
2011-08,"1,151,042.00 ","288,266.00 ","14,910.00 ","64,222.00 ","93,177.00 ","690,467.00 ","545,366.00 ","31,061,387.00 ","1,916,154.00 ","696,694.00 ","299,419.00 ","362,279.00 ","280,052.00 ","191,052.00 ","86,658.00 ","22,981,509.00 ","330,504.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,235,961.00 ","503,777.00 ","101,954.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,137,306.00 ","372,072.00 ","546,001.00 ","127,645.00 ","685,416.00 ","219,541.00 ",0.00 ,0.00 ,"285,892.00 ","889,348.00 ",0.00 ,0.00 ,"2,604,428.00 ","1,205,405.00 ",0.00 ,0.00 ,0.00 ,"4,634,425.00 ","1,007,440.00 ",0.00 ,"3,006,730.00 ","1,963,038.00 ",0.00 ,0.00 ,"1,167,886.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,163,724.00 ","5,808,231.00 ","2,862,904.00 ","2,629,632.00 ","124,443.00 ","74,566.00 ","280,927.00 ","520,773.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"779,034.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"44,184.00 ","307,873.00 ","32,139.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,056,728.00 ",0.00 ,"561,960.00 ","1,138,726.00 ","124,942.00 ","540,586.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,558.00 ","246,139.00 ","47,013.00 ","110,476.00 ","334,506.00 ","203,681.00 ",0.00 ,0.00 ,"365,759.00 ","5,584,872.00 ","3,212,029.00 ","2,372,843.00 ","43,431,265.00 "
2011-09,"885,570.00 ","241,871.00 ","13,930.00 ","59,937.00 ","99,547.00 ","470,285.00 ","341,478.00 ","27,469,199.00 ","1,907,157.00 ","683,793.00 ","284,143.00 ","370,768.00 ","279,927.00 ","183,101.00 ","105,425.00 ","22,319,721.00 ","334,685.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,197,095.00 ","488,586.00 ","93,956.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,980,141.00 ","332,070.00 ","510,524.00 ","109,902.00 ","695,461.00 ","206,983.00 ",0.00 ,0.00 ,"285,199.00 ","873,105.00 ",0.00 ,0.00 ,"2,554,195.00 ","1,175,823.00 ",0.00 ,0.00 ,0.00 ,"4,473,476.00 ","1,006,705.00 ",0.00 ,"2,982,684.00 ","1,994,814.00 ",0.00 ,0.00 ,"1,170,017.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,242,321.00 ","2,899,833.00 ","2,437,360.00 ","198,925.00 ","112,330.00 ","70,529.00 ","271,959.00 ","495,938.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"738,288.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"43,202.00 ","302,977.00 ","29,771.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"999,230.00 ",0.00 ,"523,014.00 ","1,044,320.00 ","114,739.00 ","486,380.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,985.00 ","243,792.00 ","44,055.00 ","113,047.00 ","338,748.00 ","218,906.00 ",0.00 ,0.00 ,"334,608.00 ","5,507,273.00 ","3,148,845.00 ","2,358,428.00 ","39,154,415.00 "
2011-10,"760,774.00 ","213,774.00 ","13,716.00 ","53,660.00 ","86,242.00 ","393,382.00 ","256,005.00 ","28,159,735.00 ","1,951,323.00 ","709,254.00 ","297,941.00 ","381,133.00 ","283,580.00 ","187,418.00 ","91,997.00 ","21,587,474.00 ","313,780.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,148,197.00 ","471,728.00 ","81,298.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,137,432.00 ","391,086.00 ","603,924.00 ","91,753.00 ","688,120.00 ","193,479.00 ",0.00 ,0.00 ,"272,720.00 ","813,633.00 ",0.00 ,0.00 ,"2,553,946.00 ","1,209,012.00 ",0.00 ,0.00 ,0.00 ,"4,411,859.00 ","995,234.00 ",0.00 ,"2,928,724.00 ","1,938,119.00 ",0.00 ,0.00 ,"1,070,899.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,620,938.00 ","4,292,386.00 ","2,234,619.00 ","1,813,338.00 ","80,237.00 ","67,042.00 ","261,510.00 ","457,612.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"690,675.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"41,519.00 ","288,959.00 ","25,072.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"828,706.00 ",0.00 ,"407,702.00 ","847,987.00 ","92,724.00 ","382,189.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,346.00 ","231,907.00 ","37,858.00 ","112,430.00 ","318,479.00 ","219,092.00 ",0.00 ,0.00 ,"255,853.00 ","4,534,266.00 ","2,560,591.00 ","1,973,675.00 ","37,971,048.00 "
2011-11,"731,692.00 ","210,188.00 ","13,975.00 ","53,958.00 ","70,706.00 ","382,865.00 ","247,684.00 ","28,899,065.00 ","2,024,713.00 ","755,658.00 ","317,758.00 ","378,812.00 ","296,983.00 ","189,809.00 ","85,693.00 ","21,394,382.00 ","326,156.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,154,928.00 ","478,772.00 ","82,421.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,901,496.00 ","358,153.00 ","455,399.00 ","110,276.00 ","649,530.00 ","196,116.00 ",0.00 ,0.00 ,"266,934.00 ","836,249.00 ",0.00 ,0.00 ,"2,600,471.00 ","1,278,310.00 ",0.00 ,0.00 ,0.00 ,"4,101,210.00 ","937,994.00 ",0.00 ,"3,002,639.00 ","2,019,849.00 ",0.00 ,0.00 ,"1,097,494.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,479,970.00 ","5,136,094.00 ","2,566,691.00 ","2,250,882.00 ","89,033.00 ","75,401.00 ","268,475.00 ","491,702.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"712,682.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"42,891.00 ","310,850.00 ","24,816.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"764,539.00 ",0.00 ,"381,115.00 ","837,376.00 ","85,572.00 ","394,577.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,575.00 ","241,147.00 ","38,076.00 ","123,668.00 ","332,026.00 ","234,827.00 ",0.00 ,0.00 ,"247,776.00 ","4,238,893.00 ","2,385,729.00 ","1,853,164.00 ","38,356,522.00 "
2011-12,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"31,702,877.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,529,306.00 ","2,566,038.00 ","1,963,268.00 ","41,908,652.00 "
2012-01,"612,781.00 ","194,414.00 ","12,318.00 ","59,513.00 ","54,282.00 ","292,254.00 ","183,856.00 ","25,538,113.00 ","1,920,480.00 ","741,942.00 ","356,244.00 ","346,628.00 ","249,515.00 ","158,895.00 ","67,256.00 ","19,747,337.00 ","337,378.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"972,218.00 ","452,281.00 ","83,487.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,884,252.00 ","349,291.00 ","550,916.00 ","45,795.00 ","675,063.00 ","181,610.00 ",0.00 ,0.00 ,"238,785.00 ","771,742.00 ",0.00 ,0.00 ,"2,017,365.00 ","990,931.00 ",0.00 ,0.00 ,0.00 ,"3,853,104.00 ","826,682.00 ",0.00 ,"2,926,219.00 ","1,966,179.00 ",0.00 ,0.00 ,"971,313.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,870,296.00 ","3,507,299.00 ","2,680,869.00 ","443,136.00 ","126,599.00 ","105,015.00 ","257,982.00 ","497,364.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"761,115.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"47,282.00 ","318,363.00 ","26,229.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"865,218.00 ",0.00 ,"447,023.00 ","1,010,810.00 ","105,869.00 ","497,616.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,681.00 ","267,062.00 ","39,954.00 ","134,994.00 ","405,383.00 ","291,388.00 ",0.00 ,0.00 ,"333,718.00 ","5,061,010.00 ","2,950,824.00 ","2,110,186.00 ","36,335,746.00 "
2012-02,"616,813.00 ","197,757.00 ","12,996.00 ","66,403.00 ","53,077.00 ","286,580.00 ","185,584.00 ","26,723,580.00 ","1,784,174.00 ","700,424.00 ","358,338.00 ","326,583.00 ","233,552.00 ","114,058.00 ","51,219.00 ","18,622,552.00 ","318,685.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"878,444.00 ","385,634.00 ","66,633.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,891,970.00 ","334,521.00 ","474,836.00 ","48,292.00 ","715,929.00 ","179,552.00 ",0.00 ,0.00 ,"244,495.00 ","604,401.00 ",0.00 ,0.00 ,"1,557,813.00 ","731,122.00 ",0.00 ,0.00 ,0.00 ,"4,026,897.00 ","886,325.00 ",0.00 ,"2,965,200.00 ","2,101,664.00 ",0.00 ,0.00 ,"825,938.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,316,854.00 ","5,932,223.00 ","2,788,135.00 ","2,747,716.00 ","123,469.00 ","104,861.00 ","279,770.00 ","404,928.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"807,196.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"51,443.00 ","355,586.00 ","26,692.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"893,749.00 ",0.00 ,"488,749.00 ","1,019,127.00 ","111,502.00 ","500,185.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,138.00 ","288,124.00 ","42,582.00 ","148,932.00 ","346,339.00 ","227,335.00 ",0.00 ,0.00 ,"354,360.00 ","6,109,418.00 ","3,436,554.00 ","2,672,864.00 ","38,629,635.00 "
2012-03,"667,546.00 ","206,753.00 ","14,054.00 ","64,227.00 ","52,075.00 ","330,437.00 ","225,084.00 ","30,215,354.00 ","1,972,559.00 ","774,296.00 ","347,169.00 ","357,296.00 ","254,255.00 ","168,825.00 ","70,718.00 ","21,430,466.00 ","338,739.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,257,277.00 ","494,525.00 ","82,495.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,950,452.00 ","365,351.00 ","484,668.00 ","57,395.00 ","687,888.00 ","196,569.00 ",0.00 ,0.00 ,"259,695.00 ","846,410.00 ",0.00 ,0.00 ,"2,273,097.00 ","1,085,261.00 ",0.00 ,0.00 ,0.00 ,"4,332,511.00 ","958,879.00 ",0.00 ,"2,872,610.00 ","1,901,870.00 ",0.00 ,0.00 ,"1,134,494.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,812,329.00 ","6,449,631.00 ","2,882,597.00 ","3,209,994.00 ","87,370.00 ","96,054.00 ","266,644.00 ","482,803.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"727,834.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"44,261.00 ","314,024.00 ","25,172.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"858,846.00 ",0.00 ,"438,924.00 ","991,053.00 ","105,263.00 ","483,878.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,017.00 ","274,015.00 ","42,254.00 ","138,412.00 ","409,308.00 ","297,371.00 ",0.00 ,0.00 ,"333,840.00 ","5,653,548.00 ","3,294,420.00 ","2,359,128.00 ","41,599,866.00 "
2012-04,"772,006.00 ","214,847.00 ","13,086.00 ","62,543.00 ","57,666.00 ","423,864.00 ","311,016.00 ","28,578,723.00 ","1,989,675.00 ","740,408.00 ","318,664.00 ","379,388.00 ","272,300.00 ","196,360.00 ","82,555.00 ","22,220,033.00 ","309,828.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,256,923.00 ","509,647.00 ","83,262.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,071,316.00 ","385,192.00 ","513,455.00 ","64,011.00 ","721,402.00 ","199,044.00 ",0.00 ,0.00 ,"266,493.00 ","906,176.00 ",0.00 ,0.00 ,"2,572,795.00 ","1,291,695.00 ",0.00 ,0.00 ,0.00 ,"4,266,437.00 ","912,806.00 ",0.00 ,"3,092,128.00 ","2,129,519.00 ",0.00 ,0.00 ,"1,230,797.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,369,015.00 ","4,012,495.00 ","2,633,424.00 ","1,089,917.00 ","68,459.00 ","86,305.00 ","270,215.00 ","504,535.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"715,765.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"44,974.00 ","325,191.00 ","22,933.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"801,478.00 ",0.00 ,"399,137.00 ","881,523.00 ","90,657.00 ","422,780.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,243.00 ","259,529.00 ","41,945.00 ","130,814.00 ","355,426.00 ","258,079.00 ",0.00 ,0.00 ,"280,023.00 ","4,941,415.00 ","2,862,340.00 ","2,079,075.00 ","38,987,160.00 "
2012-05,"917,150.00 ","232,625.00 ","13,103.00 ","57,738.00 ","68,286.00 ","545,398.00 ","428,687.00 ","30,783,495.00 ","1,969,711.00 ","736,846.00 ","303,955.00 ","371,909.00 ","274,463.00 ","199,926.00 ","82,612.00 ","22,669,430.00 ","299,018.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,244,487.00 ","500,749.00 ","83,364.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,236,950.00 ","379,120.00 ","542,839.00 ","85,682.00 ","734,528.00 ","211,414.00 ",0.00 ,0.00 ,"277,523.00 ","855,718.00 ",0.00 ,0.00 ,"2,693,826.00 ","1,362,753.00 ",0.00 ,0.00 ,0.00 ,"4,411,413.00 ","1,024,207.00 ",0.00 ,"3,197,087.00 ","2,168,747.00 ",0.00 ,0.00 ,"1,193,920.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,144,354.00 ","5,801,369.00 ","2,651,282.00 ","2,913,701.00 ","70,308.00 ","77,247.00 ","265,738.00 ","471,543.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"696,898.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"41,971.00 ","322,959.00 ","21,634.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"807,020.00 ",0.00 ,"391,854.00 ","856,598.00 ","86,446.00 ","411,177.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,935.00 ","238,673.00 ","39,650.00 ","118,392.00 ","328,901.00 ","233,752.00 ",0.00 ,0.00 ,"248,231.00 ","4,381,644.00 ","2,472,074.00 ","1,909,570.00 ","40,607,525.00 "
2012-06,"1,068,559.00 ","270,734.00 ","13,412.00 ","59,450.00 ","80,250.00 ","644,713.00 ","513,083.00 ","31,006,208.00 ","2,021,995.00 ","769,425.00 ","308,342.00 ","376,772.00 ","273,085.00 ","205,790.00 ","88,581.00 ","23,362,036.00 ","323,040.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,267,629.00 ","519,079.00 ","93,388.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,219,493.00 ","368,764.00 ","518,653.00 ","112,889.00 ","753,926.00 ","233,009.00 ",0.00 ,0.00 ,"278,066.00 ","900,076.00 ",0.00 ,0.00 ,"2,720,611.00 ","1,359,490.00 ",0.00 ,0.00 ,0.00 ,"4,612,267.00 ","1,060,019.00 ",0.00 ,"3,263,161.00 ","2,210,049.00 ",0.00 ,0.00 ,"1,235,663.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,622,177.00 ","5,238,763.00 ","2,642,971.00 ","2,314,922.00 ","73,893.00 ","99,417.00 ","283,997.00 ","490,462.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"725,554.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"44,370.00 ","319,334.00 ","23,318.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"898,377.00 ",0.00 ,"441,608.00 ","963,776.00 ","97,563.00 ","465,323.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,986.00 ","254,835.00 ","42,892.00 ","121,251.00 ","378,985.00 ","273,771.00 ",0.00 ,0.00 ,"279,374.00 ","4,298,442.00 ","2,382,640.00 ","1,915,802.00 ","41,357,077.00 "
2012-07,"1,217,787.00 ","297,601.00 ","18,320.00 ","66,982.00 ","95,122.00 ","739,762.00 ","600,262.00 ","33,437,855.00 ","1,988,556.00 ","742,237.00 ","302,184.00 ","382,824.00 ","278,393.00 ","193,202.00 ","89,716.00 ","23,583,075.00 ","337,066.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,275,061.00 ","494,599.00 ","99,118.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,311,768.00 ","404,237.00 ","579,652.00 ","134,116.00 ","749,169.00 ","246,982.00 ",0.00 ,0.00 ,"293,757.00 ","888,655.00 ",0.00 ,0.00 ,"2,584,403.00 ","1,278,371.00 ",0.00 ,0.00 ,0.00 ,"4,531,755.00 ","1,062,374.00 ",0.00 ,"3,348,509.00 ","2,287,839.00 ",0.00 ,0.00 ,"1,242,048.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,866,224.00 ","7,480,313.00 ","2,904,818.00 ","4,295,818.00 ","107,790.00 ","84,491.00 ","301,420.00 ","515,092.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"778,391.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"37,220.00 ","327,453.00 ","26,583.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,075,545.00 ",0.00 ,"534,160.00 ","1,134,808.00 ","117,876.00 ","553,970.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,597.00 ","260,963.00 ","47,947.00 ","123,637.00 ","399,526.00 ","274,695.00 ",0.00 ,0.00 ,"341,038.00 ","5,213,008.00 ","2,993,727.00 ","2,219,281.00 ","45,556,695.00 "
2012-08,"1,119,885.00 ","281,470.00 ","18,833.00 ","75,650.00 ","110,817.00 ","633,115.00 ","498,855.00 ","31,366,264.00 ","2,035,762.00 ","775,843.00 ","321,334.00 ","366,897.00 ","287,225.00 ","196,251.00 ","88,212.00 ","23,249,185.00 ","367,052.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,293,411.00 ","515,694.00 ","108,492.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,244,313.00 ","386,778.00 ","557,088.00 ","154,336.00 ","731,067.00 ","239,461.00 ",0.00 ,0.00 ,"306,185.00 ","918,133.00 ",0.00 ,0.00 ,"2,620,232.00 ","1,290,921.00 ",0.00 ,0.00 ,0.00 ,"4,249,356.00 ","990,103.00 ",0.00 ,"3,186,607.00 ","2,164,887.00 ",0.00 ,0.00 ,"1,216,424.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,081,317.00 ","5,688,993.00 ","2,905,385.00 ","2,524,665.00 ","107,988.00 ","85,456.00 ","306,868.00 ","547,693.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"816,472.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"39,019.00 ","329,515.00 ","28,756.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,208,926.00 ",0.00 ,"605,994.00 ","1,259,597.00 ","131,903.00 ","613,390.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,730.00 ","285,266.00 ","53,275.00 ","128,256.00 ","368,712.00 ","232,995.00 ",0.00 ,0.00 ,"405,504.00 ","6,241,193.00 ","3,596,604.00 ","2,644,589.00 ","44,946,666.00 "
2012-09,"930,664.00 ","259,417.00 ","14,741.00 ","69,300.00 ","114,986.00 ","472,220.00 ","354,939.00 ","27,828,488.00 ","1,981,311.00 ","734,444.00 ","315,211.00 ","363,565.00 ","282,647.00 ","197,483.00 ","87,961.00 ","22,606,038.00 ","383,421.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,241,629.00 ","501,091.00 ","100,015.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,277,470.00 ","411,879.00 ","551,101.00 ","147,598.00 ","718,263.00 ","234,159.00 ",0.00 ,0.00 ,"282,521.00 ","912,106.00 ",0.00 ,0.00 ,"2,589,697.00 ","1,281,890.00 ",0.00 ,0.00 ,0.00 ,"3,969,314.00 ","871,558.00 ",0.00 ,"3,156,741.00 ","2,225,093.00 ",0.00 ,0.00 ,"1,207,752.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,241,139.00 ","2,879,355.00 ","2,469,982.00 ","197,824.00 ","86,547.00 ","80,732.00 ","281,052.00 ","534,056.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"783,281.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"39,355.00 ","330,834.00 ","25,916.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,117,624.00 ",0.00 ,"555,049.00 ","1,128,313.00 ","121,291.00 ","534,059.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,761.00 ","271,858.00 ","46,778.00 ","131,445.00 ","376,218.00 ","252,951.00 ",0.00 ,0.00 ,"365,937.00 ","5,968,900.00 ","3,441,515.00 ","2,527,385.00 ","40,506,742.00 "
